ID_ALOJAMIENTO,TITULO_ALOJAMIENTO,TIPO_ALOJAMIENTO,ESPACIO_ALOJAMIENTO,UBICACION,PRECIO_USD,MAX_HUESPEDES,CANTIDAD_HABITACIONES,CANTIDAD_CAMAS,CANTIDAD_BAÑOS,ES_SUPER_ANFITRION,CANTIDAD_EVALUACIONES,CALIFICACION_GENERAL,CALIFICACION_LIMPIEZA,CALIFICACION_VERACIDAD,CALIFICACION_LLEGADA,CALIFICACION_COMUNICACION,CALIFICACION_UBICACION,CALIFICACION_CALIDAD_PRECIO,FLAG_RESERV_INMEDIATA,FLAG_LLEGADA_AUTONOMA,FLAG_CANCELAC_GRATUITA,FLAG_ACEPT_MASCOTAS
7.68163E+17,Relájate y relájate en la playa y la piscina.,Apartamento,Alojamiento entero,Puerto Plata,89,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
5.56955E+17,Bonita villa EN LA PLAYA de 4 dormitorios,Apartamento,Alojamiento entero,Puerto Plata,600,8,4,4,4,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
49151749,"Cozy, attractive and spacious loft near beach 3B",Apartamento,Alojamiento entero,Puerto Plata,70,4,1,3,1,1,40,4.55,4.8,4.6,4.7,4.8,4.4,4.4,1,1,1,0
1.1203E+18,Villa Park - Puerto Plata,Apartotel,Alojamiento entero,Puerto Plata,277,14,7,7,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
37653304,La casa de la Maravilla,Apartotel,Habitación,La Romana,15,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9004224,Hermoso apartamento con vistas al mar de 2B/2B. 201-C (segundo piso),Apartamento,Alojamiento entero,Santo Domingo,115,4,2,2,2,0,29,4.52,4.7,4.5,4.8,4.7,4.7,4.7,0,1,1,1
5.4632E+17,Royal Terrace III (Prince),Apartamento,Alojamiento entero,Puerto Plata,31,3,1,1,1,1,9,4.89,4.9,4.8,4.7,5,4.7,4.7,1,1,1,0
8.47373E+17,Apartamento gemado de 3 dormitorios,Apartamento,Alojamiento entero,Puerto Plata,120,6,3,No encontrado,2,1,20,4.9,5,5,5,5,4.3,4.8,0,1,1,0
2218046,Dormitorio en una hermosa villa. Con clase de cometas de demostración,Apartotel,Habitación,Puerto Plata,103,No encontrado,No encontrado,1,No encontrado,1,54,4.57,4.6,4.6,4.7,4.7,4.6,4.8,0,1,0,1
31719974,Casa de huéspedes de la bahía de Samaná,Apartotel,Alojamiento entero,Samaná,110,8,4,1,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
1.05312E+18,Ki Loft in Las 9 Gotas,Apartamento,Alojamiento entero,Puerto Plata,98,3,2,2,2,1,27,4.96,5,5,4.8,4.9,4.9,4.9,0,1,0,0
48212096,MR | Villa Monet | Casa de Campo |  Ref: 501,Apartotel,Alojamiento entero,La Romana,850,14,6,10,No encontrado,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.04103E+18,Surf Salvación Single Room,Apartamento,Habitación,Puerto Plata,177,No encontrado,No encontrado,1,No encontrado,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.04012E+18,Apartamento completo cerca de la playa,Apartamento,Alojamiento entero,Santo Domingo,56,2,1,1,1,1,11,5,5,5,5,5,5,5,1,0,1,0
5.97331E+17,Villa victoria playa Dorada,Apartotel,Alojamiento entero,Puerto Plata,125,4,1,No encontrado,1,1,38,4.82,4.8,4.9,5,4.9,5,4.8,1,1,1,1
1834683,"Beachfront Cofresí, Puerto Plata",Apartamento,Habitación,Puerto Plata,35,No encontrado,1,No encontrado,No encontrado,0,37,4.22,4.5,4.2,4.2,4.1,4.3,4.4,0,0,0,0
49613756,Apartamento Magallanes Romana 2 habit,Apartotel,Alojamiento entero,La Romana,65,2,2,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
9.55243E+17,Acogedor Apartamento en Cabarete,Casa,Alojamiento entero,Puerto Plata,95,8,2,No encontrado,1,0,No encontrado,No encontrado,4.7,4.2,4.7,4.6,4,4.3,1,1,1,0
1.0502E+18,Apartamento Playa Juan Dolio,Apartamento,Alojamiento entero,Juan Dolio,105,6,3,No encontrado,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
9.70971E+17,Casa tropical,Apartamento,Alojamiento entero,La Romana,1120,10,5,8,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
7.74561E+17,*The Tropical* en Cofresi Jr. Suite,Habitación,Habitación,Puerto Plata,50,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
8.80234E+17,Villa de lujo en Cap Cana,Apartamento,Alojamiento entero,Punta Cana,545,5,3,No encontrado,4,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
6296310,Villa Sol Marsé II,Apartotel,Alojamiento entero,Juan Dolio,291,10,3,5,4,0,No encontrado,No encontrado,4.7,4.7,5,4.9,5,4.9,0,0,1,0
1.04649E+18,ed.3-A. Nuevo y a tan solo pasos de la playa.,Apartamento,Alojamiento entero,Bayahibe,99,5,2,3,2,0,No encontrado,No encontrado,4.5,4.5,4.4,4.6,4.7,4.5,1,1,1,0
9.22513E+17,Villa de golf de lujo 126 Casa de Campo,Apartamento,Alojamiento entero,La Romana,685,6,3,5,4,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
31595151,Villas de lujo de 4 dormitorios en 5* All-Incl VIP Resort.,Apartotel,Alojamiento entero,Puerto Plata,192,8,4,4,No encontrado,1,11,4.91,5,4.5,4.5,4.8,4.9,4.6,1,1,0,0
9.44217E+17,"Apartamento MB, B",Hotel,Alojamiento entero,Puerto Plata,65,4,2,No encontrado,1,1,6,5,5,5,5,5,4.8,4.8,1,1,1,1
6.96239E+17,Alojamiento en el paraíso en la mejor comunidad hispana,Apartotel,Alojamiento entero,Puerto Plata,250,6,3,3,3,1,27,4.89,4.9,4.8,4.9,4.9,4.9,4.9,0,0,1,0
33879112,"Apartamento de lujo, Guavaberry Golf and Country Club",Apartamento,Alojamiento entero,Juan Dolio,117,6,2,3,2,0,11,4.91,4.9,5,4.8,5,4.8,4.9,0,0,1,1
1.04303E+18,Cofresi Palm Beach Junior Suite,Apartamento,Habitación,Puerto Plata,56,2,No encontrado,No encontrado,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
8.75297E+17,Villa cerrada de 4 dormitorios con piscina privada a pocos minutos del océano,Hostal,Alojamiento entero,Puerto Plata,313,12,4,5,3,1,18,5,5,5,4.9,4.8,5,4.9,0,1,1,1
7.45179E+17,Espectacular estudio balcón y cocina céntrico T2,Apartamento,Alojamiento entero,Santo Domingo,91,3,1,2,1,1,61,4.84,4.9,4.9,4.9,4.9,4.8,4.8,1,1,1,0
6.87707E+17,3er piso Sueño Caribeño área común con piscina,Apartamento,Alojamiento entero,Santo Domingo,80,6,3,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.47658E+17,Casa en Boca Chica,Apartamento,Alojamiento entero,Santo Domingo,60,5,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
9.1622E+17,Loft colonial Gregorio Luperon Santo Domingo 4,Apartamento,Alojamiento entero,Santo Domingo,60,2,1,1,1,1,30,4.97,4.7,4.9,5,4.9,4.9,4.8,0,1,1,0
1.16844E+18,Tropical Bachelor Condo Downtown,Casa,Alojamiento entero,Puerto Plata,44,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
7.66571E+17,Casa Linda pop,Casa,Alojamiento entero,Puerto Plata,152,7,3,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
25000229,Eco-lodge Caño Hondo+3 Comidas incluidas para 4 Huéspedes,Habitación,Habitación,Samaná,304,4,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
9.39455E+17,Villa Kayanta * vistas AL mar sin fin,Hostal,Alojamiento entero,Punta Cana,9000,12,6,6,6,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
9.04514E+17,"Playa, sol y diversión!",Apartamento,Alojamiento entero,Puerto Plata,355,12,5,5,3,0,23,4.48,4.3,4.7,4.8,4.7,4.9,4.6,1,0,0,0
1.07101E+18,Apartamento lujoso en Bayardo (Puerto Plata),Apartamento,Alojamiento entero,Puerto Plata,48,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.1199E+18,casa Bello 2,Hotel,Alojamiento entero,Samaná,45,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
7.25516E+17,Villa fabulosa con vista al mar,Casa,Alojamiento entero,Puerto Plata,350,8,4,4,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.08576E+18,Penthouse de 2 dormitorios PedroClisanteSosua,Apartotel,Alojamiento entero,Puerto Plata,65,4,2,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
53888843,Bungalow Flores Surf Residence,Hotel,Alojamiento entero,Puerto Plata,92,4,2,3,1,0,7,4.71,4.4,4.6,4.4,4.7,4.7,4.6,1,0,0,1
20638180,Villa frente a la playa en Cabarete,Apartamento,Alojamiento entero,Puerto Plata,920,13,4,8,5,0,5,5,5,5,5,5,5,5,0,0,0,1
52569103,Paz y acuarella Juan Dolio,Casa,Alojamiento entero,Juan Dolio,120,2,1,No encontrado,1,1,8,5,4.9,4.9,5,4.9,4.9,5,0,1,0,0
1.0515E+18,Tiny Home 3B,Apartamento,Alojamiento entero,Puerto Plata,70,4,2,2,1,1,8,5,5,4.9,4.8,5,5,4.9,0,1,0,0
6.80641E+17,Riviera Azul - Apto. 2 hab. - Vista a la Piscina,Apartamento,Alojamiento entero,Puerto Plata,220,5,2,4,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.08569E+18,Puerto Plata Prestige 2 Bedroom,Habitación,Habitación,Puerto Plata,172,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
21754337,¡nuevo! ¡Hermosos apartamentos de 3 dormitorios en Santo Domingo! #1,Apartotel,Alojamiento entero,Santo Domingo,55,7,4,5,3,0,59,4.78,4.7,4.8,4.8,4.8,4.7,4.8,0,0,1,0
21657016,Cabañas Estrella de mar #103,Apartamento,Alojamiento entero,La Romana,100,4,2,2,1,0,143,4.66,4.7,4.7,4.7,4.8,4.8,4.7,0,0,0,1
9.41554E+17,tus vacaciones,Habitación,Habitación,Bayahibe,49,2,1,1,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.79769E+17,Casa Camila,Apartotel,Alojamiento entero,Bayahibe,35,4,1,2,1,1,30,4.87,4.9,5,4.7,5,4.8,4.9,1,1,1,0
8.52304E+17,Vista Bahía A2,Apartotel,Alojamiento entero,Samaná,60,4,1,No encontrado,1,1,77,4.99,5,5,5,5,4.9,5,1,1,1,0
1.11989E+18,casa Bello,Apartamento,Alojamiento entero,Samaná,50,3,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.065E+17,villa de sol y mar,Apartamento,Alojamiento entero,Puerto Plata,116,7,3,No encontrado,4,0,No encontrado,No encontrado,4.3,4.5,4.6,4.6,4.7,4.5,1,0,0,1
7.57388E+17,Aparta Hotel Monte Vista.,Apartotel,Alojamiento entero,Puerto Plata,75,3,1,1,1,0,3,4.33,3.7,4.7,5,4.7,4.3,4,0,0,1,0
1.09458E+18,Zona Colonial Haven: tu escapada ideal,Habitación,Habitación,Santo Domingo,22,2,1,1,1,0,No encontrado,No encontrado,4.7,4.3,5,5,5,4.7,1,0,1,1
9.40772E+17,Lovey Place en Playa El Pueblito Puerto Plata,Apartamento,Alojamiento entero,Puerto Plata,60,4,2,No encontrado,1,1,12,4.92,4.9,4.8,4.8,4.9,4.4,4.9,1,1,0,0
44459589,Precioso departamento y a unos pasos de la playa,Casa,Alojamiento entero,Santo Domingo,69,4,2,2,2,0,112,4.62,4.8,4.7,4.8,4.8,4.7,4.7,0,0,0,0
44605909,"VISTA PANORÁMICA CERCA DE LA PLAYA, 1 DORMITORIO",Apartamento,Habitación,Juan Dolio,59,No encontrado,No encontrado,1,No encontrado,0,3,4.67,4.7,4.7,5,5,5,5,0,0,1,0
8.0098E+17,Hermoso apartamento con estacionamiento y terraza,Apartamento,Alojamiento entero,Samaná,70,4,2,2,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
40157725,"Villa de 5 dormitorios con piscina privada, todo incluido",Apartamento,Alojamiento entero,Puerto Plata,280,10,5,5,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
43365050,Un Cofresi Palm Beach & Spa Resort - Beach Studio,Apartamento,Habitación,Puerto Plata,142,4,No encontrado,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
10878863,Hermosa Villa @ Guavaberry GolfClub,Apartamento,Alojamiento entero,Juan Dolio,255,10,4,6,4,0,52,4.87,4.7,5,4.9,4.9,4.9,4.9,0,0,1,1
9.66747E+17,Ático en la azotea * Playa privada VIP *,Apartotel,Alojamiento entero,Punta Cana,129,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.14066E+18,Hermosa villa de 3 camas tamaño king con piscina privada,Apartamento,Alojamiento entero,Puerto Plata,232,7,3,3,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
6.05177E+17,Zona de 3 BR Prime,Apartamento,Alojamiento entero,Puerto Plata,200,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
7.73737E+17,Hermosa villa renovada en CDC,Apartotel,Alojamiento entero,La Romana,1200,14,4,7,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.97585E+17,Sea Renity: NUEVA VILLA con piscina privada.,Apartamento,Alojamiento entero,Puerto Plata,130,7,2,4,2,1,29,5,5,5,5,5,4.8,5,0,1,0,0
7.40706E+17,Alojamiento cómodo con piscina/aire acondicionado/ N PedroClisante Strip,Apartamento,Alojamiento entero,Puerto Plata,54,2,1,1,1,0,6,5,5,5,5,5,5,5,1,0,1,0
45019852,Villa moderna y tranquila en Casa de Campo!,Apartamento,Alojamiento entero,La Romana,1739,12,5,8,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
6.33877E+17,Celebra en una lujosa villa con piscina privada de 4 dormitorios,Apartamento,Alojamiento entero,Puerto Plata,375,8,4,No encontrado,4,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
16123392,"Casa del siglo XVI, suite #1A",Apartamento,Alojamiento entero,Santo Domingo,55,4,1,2,1,1,89,4.9,4.8,4.9,4.9,5,4.9,4.8,0,0,1,1
8.92836E+17,Estudio Apartamento B11,Apartamento,Habitación,Puerto Plata,52,No encontrado,1,No encontrado,No encontrado,0,6,4.83,4.7,5,5,4.8,5,5,1,0,1,0
54380657,Casa Munica,Apartamento,Alojamiento entero,Samaná,90,6,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.00938E+18,Hermosa villa de 3 dormitorios con piscina privada,Apartamento,Alojamiento entero,Puerto Plata,194,6,3,3,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
9.38457E+17,Inicio en la Romana,Apartamento,Alojamiento entero,La Romana,1300,12,4,6,No encontrado,1,4,5,5,5,5,5,5,5,0,1,0,0
36064745,"Moderna habitación+baño, balcón y zona privada de colores",Apartamento,Habitación,Santo Domingo,43,2,1,2,1,0,32,4.59,4.7,4.7,4.8,4.9,4.8,4.7,1,1,1,0
45118188,NUEVA VISTA LUMINOSA Y VENTOSA A LA PISCINA CONDO-BEACH CERCA,Apartamento,Alojamiento entero,Punta Cana,80,6,2,4,2,0,76,4.64,4.6,4.8,4.9,4.8,4.5,4.6,0,1,1,0
7.94237E+17,Villa con piscina privada/jardín en un complejo de lujo,Apartotel,Alojamiento entero,Puerto Plata,220,5,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
5.58797E+17,"Departamento 2 habitaciones??Costambar, Puerto Plata",Apartamento,Alojamiento entero,Puerto Plata,84,6,2,4,1,1,8,5,4.9,5,5,5,4.9,5,1,1,1,0
5.86946E+17,Villa blanca y cómoda en el club de campo metro,Apartamento,Alojamiento entero,Guayacanes,350,8,4,5,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
8.17392E+17,Wind House: a 2 minutos de la playa de Kite desde Posito Martínez.,Apartotel,Alojamiento entero,Puerto Plata,35,2,1,No encontrado,1,0,5,5,5,5,5,5,5,5,1,0,0,1
7.58012E+17,"Lujo de 7 dormitorios, 6 baños, villa HI en alquiler",Apartamento,Alojamiento entero,Puerto Plata,490,14,7,7,6,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.12664E+18,Un lugar encantador para 2 personas,Casa,Alojamiento entero,Samaná,30,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
6.92861E+17,Hermosa y cómoda casa en la Ciudad Colonial,Apartamento,Alojamiento entero,Santo Domingo,450,8,4,4,No encontrado,1,44,4.95,5,4.9,5,4.9,4.9,4.8,0,1,1,1
5.19314E+17,Burungos Place @ Terrazas Del Caribe D-202,Apartotel,Alojamiento entero,Santo Domingo,43,5,2,2,1,1,8,5,5,5,5,5,5,5,1,1,1,0
40701390,"Boca del mar, Torre I, #302, playa Boca chica",Apartamento,Alojamiento entero,Santo Domingo,82,4,2,2,1,0,35,4.54,4.5,4.7,4.6,4.6,4.7,4.5,0,1,1,0
7.94077E+17,"Villa de 3 dormitorios y 3 baños apta para huéspedes, aire acondicionado/TV/caja fuerte",Apartotel,Alojamiento entero,Puerto Plata,350,7,3,3,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
54277027,Hermoso apartamento con piscina y cerca a la playa,Apartamento,Alojamiento entero,Santo Domingo,55,4,2,No encontrado,1,0,39,4.38,4.6,4.5,4.7,4.6,4.7,4.5,0,1,0,1
9.47865E+17,¡VillaTracey! Hermosa piscina 4Br 5Ba 6Bed OceanView,Apartamento,Alojamiento entero,Puerto Plata,399,10,4,4,5,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
7.26883E+17,"New, luxury & cozy villa in vivero, Casa de Campo",Apartamento,Alojamiento entero,La Romana,650,10,3,5,3,0,10,5,4.8,4.9,5,5,4.9,4.7,0,0,0,0
26898108,"Apartamento en Charamicos 3, Sosua",Apartotel,Alojamiento entero,Puerto Plata,130,10,3,7,3,0,101,4.69,4.6,4.7,4.9,4.9,4.7,4.7,0,1,1,0
53203727,Confort Apartamento 50 mt playa APARTA HOTEL AZZURRA,Apartotel,Habitación,Santo Domingo,55,4,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,1
6.74633E+17,Playa tropical y golf 1-BdrVILLA y Playa Dorada,Casa,Alojamiento entero,Puerto Plata,164,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
9.89061E+17,2 habitaciones * Playa privada VIP *,Apartamento,Alojamiento entero,Punta Cana,99,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
6.95655E+17,"Estudio Apt. Zona Colonial AC, TV, Wi-Fi agua caliente",Apartamento,Alojamiento entero,Santo Domingo,21,2,1,No encontrado,1,1,79,5,5,4.9,5,5,4.9,5,1,0,1,0
1.01761E+18,"Espacio moderno Arias
puerta Amarilla apartamento",Apartamento,Alojamiento entero,Santo Domingo,20,2,1,No encontrado,1,0,15,4.87,4.9,4.7,4.9,5,4.6,4.8,1,0,1,0
53127032,"Excelente Apartamento, Zona Colonial Santo Domingo",Casa,Alojamiento entero,Santo Domingo,183,4,2,2,1,0,13,4.46,4.9,4.2,4.8,4.2,4.6,4.2,0,0,0,1
5.84943E+17,Bonito y tranquilo apartamento familiar de 2 dormitorios.,Apartamento,Alojamiento entero,Juan Dolio,68,6,2,3,2,1,46,4.91,4.9,5,4.9,5,4.8,4.9,1,1,1,0
7.13812E+17,Lugar acogedor y encantador para vacaciones.,Apartotel,Alojamiento entero,Samaná,54,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.12637E+18,Casa familiar acogedora,Apartamento,Alojamiento entero,Puerto Plata,61,6,3,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
48960567,Brillante y cerca en Sosua 203,Apartamento,Alojamiento entero,Puerto Plata,85,4,2,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
6.82652E+17,2B Residence Suite - Accionista VIP Todo Incluido,Apartamento,Habitación,Puerto Plata,59,4,2,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
39832310,Luminoso y limpio 2BR en la MEJOR ubicación de la zona colonial,Apartotel,Alojamiento entero,Santo Domingo,101,4,2,2,2,0,74,4.66,4.5,4.7,4.8,4.9,4.9,4.7,1,1,1,0
53900539,"Amplio, cómodo, soleado, dúplex de 1 dormitorio en el centro vacacional CdC",Apartamento,Alojamiento entero,La Romana,120,3,1,1,1,1,19,4.79,4.9,4.8,4.8,4.8,5,4.6,0,1,0,0
1.1256E+18,Apartamento Juan Dolio,Apartamento,Habitación,Juan Dolio,32,No encontrado,1,No encontrado,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.10273E+17,"Villa apta para huéspedes con tenis, cesta y fútbol",Hostal,Alojamiento entero,Puerto Plata,2025,5,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,1
